SizeRank,RegionID,RegionName,RegionType,StateName,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
21,13121,Orlando,City,FL,0.955555556,0.92869982,0.949013673,0.959195127,0.960064004,0.933887786,0.953743316,0.956284153,0.951822056,0.928,0.91758466,0.931818182,0.951747738,0.943396226,0.932768362,0.931899642,0.931378921,0.946153846,0.94246596,0.956342658,0.963961039,0.950864422,0.95,0.962962963,0.942307692,0.947255113,0.956937799,0.948121646,0.955555556,0.963249279,0.976940331,0.965217391,0.948148148,0.962343096,0.970967742,0.971428571,0.967829457,0.968081494,0.966386555,0.973048118,0.976246729,0.973766118,0.973333333,0.982197667,0.959132611,0.967422606,0.961908426,0.954924875,0.952444444,0.954545455,0.953260344,0.957860878,0.958595215,0.964028777,0.959335973,0.954399246,0.950306551,0.953456515,0.942328042,0.938716226,0.945916712,0.940298507,0.956977295,0.964881782,0.962991497,0.962745919,0.964912281,0.960966543,0.963294751,0.959776536,0.956832298,0.954773869,0.959693938,0.951585977,0.960009257,0.967096487,0.974858902,0.969309262,0.969230769,0.970291408,0.968831169,0.966158956,0.964912281,0.958999115,0.963114754,0.961403509,0.967019978,0.965395466,0.974108086,0.975304878,0.971852404,0.969230769,0.966008397,0.962163852,0.963076834,0.96641791,0.961578688,0.969022539,0.972430006,0.972826725,0.977312391,0.975384615,0.975017048,0.973774445,0.967272727,0.969604863,0.963060686,0.958762887,0.958709992,0.958399157,0.969833851
22,17933,El Paso,City,TX,0.956248437,0.936537459,0.956894013,0.945333333,0.965137569,0.979966379,0.972242535,0.966700899,0.997301724,1,0.98551657,0.94982963,0.940274648,0.950796789,0.97384473,0.971604904,0.99078341,0.977355883,0.990006506,0.988899225,0.958138849,0.977176637,0.972360801,0.961558376,0.954057703,0.975338946,0.958310227,0.942196532,0.988056714,0.97016156,0.977662514,0.989233716,0.980804608,0.975768214,1.002958621,0.981770308,0.968223366,0.948388822,0.95546865,0.973662069,0.95492337,0.969266667,0.969411551,0.965557118,0.983804377,0.972912,0.965342466,0.972250046,0.972840734,0.961513082,0.962881481,0.960846949,0.968981132,0.987915918,0.996532844,0.972361148,0.974428674,0.973038965,0.955177273,0.951033243,0.948407924,0.968019557,0.970141209,0.979270908,0.974651132,1,0.973741339,0.974613308,0.96591537,0.970589874,0.963855422,0.96236,0.965721201,0.968695417,0.973026754,0.969666559,0.988853958,0.985074627,0.976864748,0.984328969,0.96911874,0.982474642,0.975126761,0.994541485,0.979499781,0.981060822,0.979138462,0.980245061,0.981008363,0.985439501,0.989063191,0.994702766,0.991342685,0.978598906,0.974894325,0.972171151,0.978921043,0.975895157,0.996817234,0.984756043,0.994544949,0.992946667,0.997357453,0.992335481,0.988235706,0.983811765,0.982248521,0.989057143,0.990712291,0.985647119,0.991853174
23,17762,Detroit,City,MI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.904522613,0.928912784,0.9,0.929088909,0.909090909,0.915543332,0.978476954,0.954773869,0.920067447,0.88,0.965842167,0.9,0.897435897,0.937128258,0.941478646,0.931034483,0.909547739,0.95,0.931127357,0.913910256,0.914954338,0.906896552,0.918333333,0.866666667,0.885483095,0.890282132,0.9,0.909090909,0.917602996,0.925587248,0.902255639,0.929411765,0.914893617,0.930356921,0.936085106,0.927619048,0.939759036,0.915593705,0.909090909,0.912698413,0.892297887,0.936954754,0.909470329,0.92,0.938086304,0.917647059,0.910526316,0.911242604,0.904761905,0.886371308,0.895522388,0.881057618
24,11093,Denver,City,CO,0.938888889,0.940550642,0.935899016,0.952346308,0.949337844,0.947104677,0.939130435,0.936397516,0.928205128,0.918862691,0.921052632,0.926518039,0.916723855,0.920368147,0.924335378,0.939468008,0.936511801,0.941176471,0.951700486,0.943841233,0.941798942,0.940953671,0.936819172,0.946930486,0.952423299,0.943581982,0.957690109,0.960955938,0.970214487,0.972867809,0.973333333,0.972039728,0.968188815,0.972338207,0.97147643,0.963525499,0.968815258,0.970968529,0.982455803,0.981481481,0.996607294,0.994513196,0.992976699,0.98674231,0.982958626,0.974634146,0.972388956,0.966666667,0.969230769,0.97201242,0.979574823,0.989994734,1,1,1,0.986662221,0.984812159,0.982142857,0.980385952,0.97948712,0.984682713,0.997176232,1,1,1.000764594,1.00962963,1,1,1,0.98893617,0.985940246,0.978678038,0.973879599,0.984974958,1,1,1,1,1,0.99380514,0.991723857,0.987999232,0.981818182,0.98,0.98490566,0.992349575,1,1,1,1,1,0.993103448,0.984752533,0.988439306,0.981678322,0.979290979,0.985662898,1,1,1,1,1,1,0.988,0.986558006,0.979994593,0.972027972,0.97,0.971137827,0.978019324,0.987991262
25,16037,Seattle,City,WA,0.92218963,0.915294118,0.947867299,0.950095014,0.952679247,0.947368421,0.946669822,0.948113514,0.933333333,0.935111323,0.929020175,0.910515986,0.894736842,0.909446612,0.926915183,0.944098765,0.956989247,0.950570342,0.953571429,0.953288847,0.948717949,0.938673342,0.94328901,0.933343704,0.929433912,0.921379056,0.959969207,0.965948915,0.981615411,0.979835385,0.982201325,0.979938272,0.98404382,0.985858586,0.97512189,0.966101695,0.971742056,0.985539581,0.992647059,1,1,1,1,1,1,0.990524882,0.982306429,0.979744893,0.976465979,1,1,1,1,1,1,0.996551724,0.992296296,1,0.985714286,0.98262931,0.991651774,1,1.005188679,1.017630769,1.011111111,1.012121212,1.01150033,1.00020004,1,1,1,1,1.000011765,1.017205577,1.035714286,1.032327201,1.041666667,1.020975155,1.014760349,1.000102051,1,1,1,1,1,1.014056225,1.043064654,1.070967742,1.07827476,1.069273743,1.02550265,1.025570989,1.010322581,1.015189873,1.000001667,1,1,1.070714286,1.054545455,1.05,1.041344538,1.01010101,1,1,0.990406909,0.981100611,0.960913409,0.9504,0.948349493,0.968023102,0.98989899
26,32811,Memphis,City,TN,0.882222222,0.900643777,0.908840336,0.915555556,0.920266387,0.94288,0.930909091,0.920736589,0.934262539,0.914285714,0.877314815,0.876095119,0.878754171,0.922222222,0.927272727,0.910016978,0.911826367,0.916988417,0.922322775,0.914858097,0.913683652,0.90859459,0.901960784,0.914547013,0.884353741,0.894625922,0.915439789,0.937208606,0.934432577,0.927248677,0.940801001,0.937074148,0.93945,0.92879257,0.927082474,0.917152829,0.916666667,0.912183057,0.93969697,0.928571429,0.936,0.95,0.935593867,0.939270252,0.948478157,0.941075832,0.943283582,0.929899857,0.912016475,0.918282171,0.909090909,0.926100959,0.943920335,0.952394291,0.936170213,0.933532487,0.929837407,0.943396226,0.912621359,0.930563446,0.93266606,0.915443975,0.935483871,0.926609006,0.952380952,0.93982942,0.936581855,0.950781573,0.937638889,0.95350206,0.935483871,0.92795081,0.934994054,0.93779306,0.939262187,0.958579882,0.948717949,0.954562951,0.964718302,0.961523663,0.955338585,0.951578947,0.951803577,0.956163578,0.949468085,0.941435569,0.964717525,0.956521739,0.965391621,0.968366688,0.974172622,0.966775367,0.95929891,0.96444887,0.965493444,0.960640427,0.957583773,0.956447078,0.969161132,0.975372586,0.99137931,0.990767455,0.989222479,0.980834584,0.976253298,0.971070865,0.964447094,0.965246112,0.960800974,0.960936452,0.968888889
27,44269,Boston,City,MA,0.929966275,0.912860899,0.932669124,0.943833944,0.953360768,0.951187335,0.949588342,0.94065945,0.935910067,0.916366547,0.953079208,0.931413671,0.925629814,0.939924906,0.917948718,0.938605939,0.964765944,0.953907816,0.94901354,0.943548308,0.938511327,0.930932713,0.943289225,0.934489403,0.929412327,0.930791719,0.944808216,0.962441315,0.969226035,0.965591398,0.972819061,0.967544437,0.973614776,0.963581184,0.975243811,0.964728354,0.965866239,0.971706281,0.988066826,1,1,1,1,1,0.994555952,0.99047619,0.995238095,0.980825959,0.973951668,0.976742788,0.995555556,1,1,1.007205818,1,1,0.987591859,1,0.983066258,0.982142857,0.974885845,0.974621356,0.993128205,1.010309278,1.006956522,1.014729951,1.00837404,1,1,1,0.995419847,0.989400347,0.977653631,0.975903614,1,1.00769396,1.002014109,1.017926008,1.002277904,1,1,1,1,0.98996702,0.97455333,0.9936407,1,1,1.014669927,1.025877439,1.00935684,1.000000667,1,1,1,0.988522215,0.973534972,0.983703704,1,1.014492095,1.016222667,1.012658228,1.011707863,0.997760097,0.986169704,0.993889935,0.989053948,0.98105548,0.974622771,0.969938247,0.98265896
28,41568,Washington,City,DC,0.970858917,0.930186037,0.948215647,0.969827586,0.961686449,0.974627186,0.963698874,0.965250965,0.956669856,0.966739461,0.966134804,0.95890411,0.939822551,0.957055592,0.945454545,0.958333333,0.95862069,0.957032637,0.960501896,0.961582913,0.95991984,0.957281553,0.96024006,0.956521739,0.94390732,0.944233207,0.969825305,0.973600085,0.978090767,0.978060556,0.981346521,0.984746102,0.978384528,0.974937343,0.984810127,0.978723404,0.975961138,0.97176455,0.980694981,1,1,1,1,1,0.999499944,0.990888383,0.989561587,0.980949428,0.978494624,0.974358974,0.984765471,0.994382022,1,1,1,0.995383905,0.987746937,1,0.990514286,0.980653996,0.971012971,0.983766094,0.994604317,1,1,1,1,1,1,1,0.998003992,0.989108691,0.97826087,0.978947368,1,1,1,1,1,0.997254364,0.987584494,1,0.994978722,0.985814889,0.980610617,0.989949749,0.998115091,1,1,1,1,0.989757498,0.987807287,1,0.996544826,0.98225602,0.97727139,0.985714286,0.993761969,1,1,1,1,1,0.983841647,1,0.986,0.977277122,0.974543203,0.981649832,0.986818441
29,13373,Portland,City,OR,0.904861596,0.903144817,0.928338762,0.932811481,0.946938776,0.936896036,0.94610855,0.927152328,0.908944542,0.903372732,0.917093527,0.910798122,0.895960717,0.906639233,0.908838314,0.916704391,0.937304075,0.929230769,0.948051948,0.938086304,0.928057554,0.93220339,0.933534137,0.924099878,0.941202178,0.931525204,0.952607764,0.962859381,0.971844674,0.978428351,0.980704204,0.974270407,0.96855352,0.971892922,0.972144847,0.96116124,0.964937623,0.969191652,0.982852998,0.991061651,0.999995349,1,0.995443666,0.988315245,0.989237972,0.976900556,0.972717149,0.971179402,0.96958362,0.967392803,0.996091954,1,1,1,1,0.985542169,0.981327616,0.980702408,0.972492359,0.971705315,0.976641632,0.983870968,1,1,1.000004,1.000566449,1.006996596,1.000158755,1,1,1,1,1,1,1.008115226,1.018747048,1.024572373,1.015337423,1.008912037,1,1,1,0.990212746,0.983050847,0.980130684,0.988536008,1,1.00281144,1.009302326,1,1,1,0.985507246,0.980392157,0.979680697,0.969604863,0.975557723,0.978941384,1,1,1,1,0.989045383,0.980952381,0.974405508,0.97158676,0.964285714,0.956284153,0.955191038,0.966392696,0.974930362
30,6118,Nashville,City,TN,0.920716113,0.923669034,0.921437172,0.941626305,0.938237465,0.935758846,0.928866307,0.914644913,0.909090909,0.900646188,0.904827238,0.9,0.897823363,0.908411716,0.895612274,0.909099174,0.925605536,0.925462731,0.917201758,0.916921367,0.916149913,0.910746812,0.911323145,0.914797715,0.923168553,0.917702783,0.914634146,0.941176471,0.950295674,0.947206517,0.948003669,0.952189837,0.940191536,0.949680763,0.940317733,0.936708861,0.938673342,0.939565447,0.960124552,0.962962963,0.969674425,0.972719006,0.976350272,0.971475816,0.964932925,0.969171484,0.969551979,0.962740685,0.961118392,0.959577011,0.967311541,0.968389886,0.978251554,0.980952381,0.974405765,0.977426164,0.969161582,0.96772111,0.969355847,0.968366688,0.968,0.968288251,0.975555556,0.986730217,0.990924245,1,1,0.992682927,0.992794235,0.988095238,0.982894139,0.978811929,0.981146595,0.98934551,0.985560606,1,1,1,1,1,0.996309963,0.989949749,0.991510248,0.984936269,0.985714286,0.984435061,0.987495534,1,0.993859769,0.996718304,0.997627829,0.988552333,0.982493748,0.982127095,0.98028008,0.974603175,0.978544327,0.982839565,0.982493748,0.985043478,0.991143791,0.98854415,0.986297616,0.980360013,0.972492359,0.973333333,0.965217391,0.96136362,0.95986852,0.968623104,0.974867615
31,20288,Sacramento,City,CA,0.994897959,1.000555864,1,0.976190476,1,0.99245132,0.954654155,0.953125,0.961721612,0.945121951,0.934579439,0.92761004,0.939564181,0.9255694,0.934292566,0.95599393,0.936394085,0.950792327,0.959525471,0.965397924,0.972762646,0.960320213,0.955555556,0.942917586,0.961160335,0.962278676,0.984212011,0.979267469,0.992599945,1,1,1.001019387,1,1.00040016,1,1.007936508,1.000485958,1.007517049,1.006474397,1.021111111,1.015107175,1.004284412,1.009014695,1.004819416,1,1,0.993188472,0.984157308,0.996282528,0.98805611,0.998461538,1,0.984615385,0.994202899,0.99137931,0.98615917,0.983916843,0.986086957,0.979735696,0.972665006,0.974575815,0.983496257,0.991923642,1,1,1,1,1,1,0.985792983,1,0.985185185,0.987096774,1,1,1.000025642,1.006718338,1.003660606,1.000495418,1.001032598,1,0.995379855,0.992495072,0.991508133,1,1,1.000294204,1.001257862,1.008832188,1.012048193,1.007032751,1.000342744,1,1,0.996020489,0.991468079,0.986666667,1,1,1,1.00008334,1.00040016,1,1,0.994648822,0.982513249,0.977391304,0.977772838,0.978686385,0.981675593,0.990827663
32,3523,Baltimore,City,MD,0.894736842,0.869686863,0.874921826,0.90245432,0.909824781,0.914454277,0.914483821,0.92042202,0.9107062,0.918584379,0.872483221,0.865939705,0.873614855,0.860322893,0.878787879,0.901007599,0.881057269,0.882352941,0.895402431,0.922958398,0.896860987,0.878848064,0.909090909,0.903028619,0.888120639,0.889877642,0.903211913,0.882247899,0.920511395,0.927548774,0.922448225,0.938182314,0.936073059,0.954285714,0.931366364,0.936507937,0.936802974,0.934681024,0.9375,0.956284153,0.958616036,0.954580446,0.952,0.952244508,0.950920245,0.933333333,0.949910394,0.909463487,0.930536131,0.916666667,0.917886674,0.930282641,0.952,0.957983193,0.953386935,0.94915576,0.930232558,0.93057069,0.939262187,0.931006896,0.911161731,0.936957881,0.93367914,0.947942982,0.956709746,0.968481375,0.953727506,0.951690821,0.934057971,0.9375,0.9351484,0.930448942,0.929863121,0.91901913,0.920686807,0.947359184,0.95129376,0.967016317,0.966666667,0.964317941,0.961908426,0.961401001,0.943997333,0.951482127,0.938086304,0.950717616,0.93953893,0.943235544,0.962184707,0.969899666,0.96875,0.957416405,0.952599019,0.946620895,0.957142857,0.949917856,0.948276982,0.961344086,0.955031107,0.961111111,0.960913068,0.967118485,0.966811502,0.96,0.961346231,0.95460917,0.952380952,0.954929577,0.945494994,0.927135678,0.952208794
33,5976,Milwaukee,City,WI,0.884769231,0.850850851,0.899474374,0.923787529,0.898359344,0.917267288,0.914933919,0.904863397,0.898394366,0.866666667,0.876091854,0.883922615,0.838290968,0.870673953,0.847198642,0.867823765,0.872332735,0.879924424,0.909256258,0.890402232,0.877192982,0.895439377,0.846849261,0.862585058,0.857142857,0.825589707,0.858702433,0.888093505,0.883977901,0.90585159,0.906806761,0.917431193,0.915424956,0.902934537,0.87443609,0.881710646,0.922708952,0.875875876,0.875364735,0.922734853,0.939692079,0.947867299,0.934043854,0.917724675,0.935251799,0.936548085,0.931343284,0.912893903,0.911516229,0.902821034,0.913070669,0.918483355,0.931485758,0.959131093,0.938673342,0.956263899,0.923550539,0.919324578,0.912531539,0.902257679,0.924249643,0.934862385,0.909504508,0.940675359,0.944878678,0.945054945,0.947180963,0.962620819,0.939849624,0.944880745,0.921985216,0.90316311,0.915244261,0.88381952,0.92,0.941049216,0.958058487,0.965923604,0.9592,0.963629166,0.959561343,0.943154524,0.963079262,0.94478951,0.925462731,0.942443064,0.943544361,0.965364118,0.976410869,0.983402204,0.981818182,0.969728066,0.967561817,0.968092821,0.946457545,0.939183988,0.928692262,0.928571429,0.961038961,0.966101695,0.984135475,0.996957151,0.995315126,0.9877296,0.967849806,0.969752551,0.968553459,0.962661078,0.950316772,0.954570038,0.968562446
34,18203,Fresno,City,CA,0.963966615,0.971922246,0.941628347,0.944969427,0.961281709,0.960768615,0.935785737,0.934579439,0.902523906,0.9375,0.934131737,0.893605062,0.899453775,0.913877119,0.907001045,0.919732441,0.938626546,0.936825376,0.927944862,0.933955971,0.942857143,0.945494994,0.962772786,0.953224143,0.922619048,0.945232211,0.965517241,0.962025316,0.96808729,0.976368676,0.976616231,0.983446404,1,1,1,0.981961912,0.992857143,1,0.972172584,1,0.986707566,1,1,1,0.987127271,0.981002526,0.983240223,0.969990906,0.972492359,0.955882353,0.962711864,0.977623289,0.972017673,0.976588629,0.972142377,0.976901208,0.972744959,0.960422164,0.966183575,0.962278676,0.950807657,0.963928463,0.96875,0.97188755,0.980957877,0.977198697,0.979683309,0.97810219,0.98468281,0.971497969,0.967244701,0.968558344,0.970149254,0.975609756,0.973684211,0.979591837,0.981818182,0.986619813,0.97826087,0.993506494,0.981146595,0.978877801,0.978578418,0.978723404,0.978494624,0.983215477,0.985793633,1,1,0.998275082,0.996751009,0.995132504,0.991525424,0.984172142,0.984113905,0.986666667,0.982986767,0.989932886,0.99653713,1,1,1,1,0.991489362,0.984805195,0.977694859,0.973709834,0.969498911,0.97107438,0.966631872,0.975438596
35,40152,Omaha,City,NE,0.945479641,0.925578487,0.941504178,0.950819672,0.9765625,0.946410473,0.946882217,0.928270042,0.939565217,0.921426317,0.926198257,0.902869176,0.929292929,0.915037023,0.929906542,0.922505004,0.934487156,0.942840634,0.93385214,0.932704403,0.92920354,0.932038835,0.927710843,0.911230014,0.914285714,0.928742994,0.934579439,0.942105263,0.955390335,0.954979536,0.95693798,0.950237559,0.951599672,0.949978983,0.944444444,0.946666667,0.94053742,0.931837791,0.9375,0.963319748,0.965034965,0.972775881,0.969565217,0.967032967,0.95862069,0.967002499,0.947597254,0.948240196,0.941935484,0.946766377,0.961904762,0.97,0.973333333,0.977099237,0.974560863,0.969240589,0.968831169,0.960768615,0.951724138,0.95315015,0.948366702,0.964253227,0.968992248,0.97537658,0.980392157,0.984,0.98319209,0.980926431,0.979104478,0.974392157,0.966384181,0.961731155,0.960160053,0.961111111,0.975,0.985915493,0.989902723,1,0.992857143,0.983333333,0.978723404,0.977675548,0.969188991,0.969460532,0.972972973,0.974833808,0.989473684,1,1,1,1,0.989247312,0.983989326,0.980645161,0.979142276,0.979310345,0.967479675,0.979016875,0.991652174,1,1,1,1,0.996857408,0.984643056,0.983215477,0.969141799,0.973727351,0.96702392,0.971991995,0.983263598
36,23429,Albuquerque,City,NM,0.968808,0.995463433,0.962852141,0.979277633,0.989435856,0.993247513,0.957354717,0.941446546,0.980806572,0.96704754,0.925584211,0.918521854,0.930920526,0.918603734,0.973022644,0.93482097,0.978478478,0.961025461,0.934702475,0.937578702,0.975026038,0.949176471,0.961248,0.935121818,0.970271923,0.959421814,0.939945455,0.988888889,0.989653571,0.984620434,0.96987358,0.977557143,0.964260186,0.957007395,0.960580167,0.975632977,0.977066917,0.983509928,0.987623515,0.982329574,0.988235294,0.990746032,0.975757576,0.993458555,0.977758864,0.977754332,0.969366248,0.984984848,0.97,0.9824788,0.9744722,0.975099837,0.981111111,0.978618705,0.966100295,0.968871795,0.969444444,0.972309524,0.973328441,0.985286624,0.962072523,0.97981982,0.989104802,0.989877849,0.988439306,0.994081235,0.996435514,0.995465199,1,0.979585079,0.988034286,0.979045909,0.975049522,0.974767568,1,0.986735849,1,1,0.987256494,0.996865204,0.985326027,1,0.987964511,0.979710145,0.973684211,0.985346216,1,1,1,1,0.994111732,1,0.994113916,0.98,0.992469107,0.984375,0.982058837,0.984615385,1,1,1,1,1,0.996402831,0.999022346,0.989355232,0.996429467,0.982341927,0.997340426,1,1.000909918
